ProductID,ProductName,Category,Price
PID388,Linksys EA9500 Max-Stream Router,Networking Devices,"$1,801.94 "
PID389,Cisco RV Series VPN Routers,Networking Devices,$681.56 
PID390,Juniper Networks ACX Series Universal Access Routers,Networking Devices,"$2,884.06 "
PID391,Aruba Networks Instant On Switches,Networking Devices,"$2,680.68 "
PID392,Ubiquiti UniFi Switches,Networking Devices,"$1,094.51 "
PID393,HPE OfficeConnect Access Points,Networking Devices,"$2,425.56 "
PID394,Netgear Orbi Outdoor Satellite,Networking Devices,"$1,948.48 "
PID395,TP-Link RE650 AC2600 Wi-Fi Range Extender,Networking Devices,$125.75 
PID396,D-Link DAP-1820 AC2000 Wi-Fi Range Extender,Networking Devices,$663.91 
PID397,ASUS RP-AC68U AC1900 Wi-Fi Range Extender,Networking Devices,"$2,421.53 "
PID398,Acer Swift 3,Laptop,"$2,373.18 "
PID399,Razer Blade 15,Laptop,"$2,665.67 "
PID400,MSI GS65 Stealth,Laptop,"$2,939.03 "
PID401,Huawei MateBook X Pro,Laptop,"$1,173.66 "
PID402,LG Gram 14,Laptop,$593.62 
PID403,Samsung Galaxy Book Flex,Laptop,$192.52 
PID404,Google Pixelbook Go,Laptop,"$1,156.13 "
PID405,Toshiba Portege X30,Laptop,"$2,018.58 "
PID406,Sony VAIO Z,Laptop,$379.73 
PID407,Asus ZenBook 14,Laptop,$412.39 
PID408,Dell Inspiron 15 7000,Laptop,$786.15 
PID409,HP Envy 13,Laptop,"$1,722.80 "
PID410,Lenovo Yoga C940,Laptop,"$2,719.41 "
PID411,Microsoft Surface Book 3,Laptop,"$2,808.60 "
PID412,Acer Predator Helios 300,Laptop,$723.69 
PID413,Asus ROG Strix Scar III,Laptop,"$2,248.92 "
PID414,MSI GE66 Raider,Laptop,$353.35 
PID415,Alienware m17 R4,Laptop,"$1,560.59 "
PID416,Gigabyte Aero 15 OLED,Laptop,"$2,600.16 "
PID417,Lenovo Legion Y540,Laptop,$439.40 
PID418,HP Pavilion 15,Laptop,"$2,212.27 "
PID419,Dell G5 15 SE,Laptop,"$2,808.47 "
PID420,Asus VivoBook S15,Laptop,"$1,515.53 "
PID421,Acer Aspire 5,Laptop,$416.85 
PID422,Apple MacBook Air,Laptop,$672.90 
PID423,Lenovo ThinkPad X1 Yoga,Laptop,$734.69 
PID424,Microsoft Surface Pro 7,Laptop,"$2,972.36 "
PID425,HP Elite Dragonfly,Laptop,"$1,073.25 "
PID426,Asus ROG Zephyrus Duo 15,Laptop,"$2,174.38 "
PID427,MSI Prestige 14,Laptop,"$2,791.12 "
PID428,Dell Latitude 7410,Laptop,"$1,177.93 "
PID429,Lenovo IdeaPad 5,Laptop,"$2,179.15 "
PID430,Acer Chromebook Spin 13,Laptop,$490.88 
PID431,Samsung Galaxy Chromebook,Laptop,"$1,245.12 "
PID432,Asus ROG Zephyrus S GX701,Laptop,$600.26 
PID433,HP Omen 15,Laptop,"$1,428.38 "
PID434,Razer Blade Stealth 13,Laptop,"$1,381.75 "
PID435,LG Gram 17,Laptop,$162.41 
PID436,Microsoft Surface Laptop Go,Laptop,$466.00 
PID437,Toshiba Tecra X40,Laptop,"$2,465.65 "
PID438,Sony VAIO SX14,Laptop,$760.10 
PID439,Asus ZenBook Pro Duo,Laptop,"$2,917.67 "
PID440,Dell Precision 5550,Laptop,"$2,330.92 "
PID441,Lenovo ThinkPad T14,Laptop,"$2,490.94 "
PID442,Apple Watch Series 7,Smartwatches,$181.64 
PID443,Samsung Galaxy Watch 4,Smartwatches,"$2,004.93 "
PID444,Garmin Fenix 6 Pro,Smartwatches,"$2,688.09 "
PID445,Fitbit Versa 3,Smartwatches,"$1,891.62 "
PID446,Huawei Watch GT 2 Pro,Smartwatches,"$2,063.34 "
PID447,Fossil Gen 5 Carlyle,Smartwatches,$594.58 
PID448,Xiaomi Mi Watch,Smartwatches,"$1,983.67 "
PID449,Amazfit GTR 2,Smartwatches,"$2,028.30 "
PID450,TicWatch Pro 3,Smartwatches,"$2,645.70 "
PID451,Suunto 9 Baro,Smartwatches,"$1,504.91 "
PID452,Polar Vantage V2,Smartwatches,"$2,590.05 "
PID453,Withings ScanWatch,Smartwatches,$801.21 
PID454,Oppo Watch,Smartwatches,"$2,310.32 "
PID455,TAG Heuer Connected,Smartwatches,"$1,181.91 "
PID456,Mobvoi TicWatch E3,Smartwatches,"$2,857.49 "
PID457,Garmin Venu 2,Smartwatches,$595.23 
PID458,Fitbit Sense,Smartwatches,$181.12 
PID459,Samsung Galaxy Watch Active 2,Smartwatches,"$2,402.48 "
PID460,Apple Watch SE,Smartwatches,$761.14 
PID461,Huawei Watch Fit,Smartwatches,"$1,037.98 "
PID462,Fossil Gen 5 Julianna,Smartwatches,$428.72 
PID463,Xiaomi Mi Watch Lite,Smartwatches,"$2,094.00 "
PID464,Amazfit Bip U Pro,Smartwatches,"$1,103.42 "
PID465,TicWatch C2+,Smartwatches,"$1,055.11 "
PID466,Suunto 7,Smartwatches,"$1,108.75 "
PID467,Polar Ignite,Smartwatches,$893.60 
PID468,Withings Steel HR Sport,Smartwatches,$758.76 
PID469,Oppo Watch RX,Smartwatches,$118.64 
PID470,TAG Heuer Carrera Connected,Smartwatches,"$2,988.84 "
PID471,Mobvoi TicWatch Pro 4G/LTE,Smartwatches,"$1,723.03 "
PID472,Garmin Forerunner 945,Smartwatches,"$1,239.13 "
PID473,Fitbit Versa 2,Smartwatches,"$2,432.26 "
PID474,Samsung Galaxy Watch 3,Smartwatches,"$2,860.90 "
PID475,Apple Watch Series 6,Smartwatches,"$1,155.06 "
PID476,Huawei Watch GT 2,Smartwatches,"$2,910.94 "
PID477,Fossil Gen 5E,Smartwatches,"$2,434.47 "
PID478,Xiaomi Mi Watch Color,Smartwatches,"$2,229.45 "
PID479,Amazfit Bip U,Smartwatches,"$1,781.51 "
PID480,TicWatch GTX,Smartwatches,$301.20 
PID481,Suunto 5,Smartwatches,$820.13 
PID482,Polar Grit X,Smartwatches,"$1,301.64 "
PID483,Withings Move ECG,Smartwatches,$246.73 
PID484,Oppo Watch 2,Smartwatches,$606.66 
PID485,TAG Heuer Aquaracer Connected,Smartwatches,$347.88 
PID486,Mobvoi TicWatch S2,Smartwatches,$725.88 
PID487,Garmin Vivoactive 4,Smartwatches,"$2,144.75 "
PID488,Fitbit Ionic,Smartwatches,$553.58 
PID489,Samsung Galaxy Watch Active,Smartwatches,"$2,061.66 "
PID490,Apple Watch Series 5,Smartwatches,"$1,026.91 "
PID491,Huawei Watch GT,Smartwatches,"$1,932.77 "
PID492,Fitbit Charge 4,Smartwatches,$458.79 
PID493,Garmin Instinct,Smartwatches,"$1,610.55 "
PID494,Samsung Galaxy Watch Active 4,Smartwatches,"$1,718.21 "
PID495,Apple Watch Series 4,Smartwatches,"$1,656.61 "
PID496,Huawei Watch GT 2e,Smartwatches,"$1,846.90 "
PID497,Fossil Hybrid HR,Smartwatches,"$1,608.16 "
PID498,Xiaomi Mi Band 6,Smartwatches,$832.79 
PID499,Xiaomi Mi Band 5,Smartwatches,"$1,600.82 "
